time,state,accessible_units,carried_units,control_m,sense_m,range_m,width_m,pressure,emotion_multiplier
98.54466076292678,Fed,6.62107,6.62107,44.31080877240113,36.54188964964124,18.847634166890536,10.924323508960452,1.8886485263440678,1.0
98.56757548456278,Fed,6.62162,6.62162,44.31165474628997,36.54282022091897,18.848036004487735,10.924661898515987,1.888699284777398,1.0
98.57658153696951,Fed,6.62184,6.62184,44.311987227878284,36.543185950666114,18.848193933242186,10.924794891151313,1.8887192336726968,1.0
98.83148201689482,Fed,6.62796,6.62796,44.32139587926627,36.5535354671929,18.85266304265148,10.928558351706508,1.889283752755976,1.0
99.26743602227444,Fed,6.63842,6.63842,44.337480001961254,36.57122800215738,18.860303000931598,10.934992000784503,1.8902488001176754,1.0
99.62153998574392,Fed,6.64692,6.64692,44.35053746321398,36.58559120953539,18.86650529502664,10.940214985285595,1.8910322477928392,1.0
99.98273577065245,Fed,6.65559,6.65559,44.3638500830796,36.60023509138755,18.872828789462808,10.945540033231838,1.8918310049847755,1.0
100.5,Fed,6.668,6.668,44.38290376751661,36.62119414426827,18.881879289570392,10.953161507006644,1.8929742260509965,1.0
100.5,Fed,6.668,6.668,44.38290376751661,36.62119414426827,18.881879289570392,10.953161507006644,1.8929742260509965,1.0
101.15876519011924,Fed,6.68381,6.68381,44.407150692804336,36.64786576208477,18.893396579082058,10.962860277121734,1.89442904156826,1.0
101.88661356221033,Fed,6.70128,6.70128,44.433915584114814,36.6773071425263,18.90610990245454,10.973566233645927,1.896034935046889,1.0
102.0,Fed,6.704,6.704,44.4380827625935,36.681891038852854,18.908089312231912,10.9752331050374,1.8962849657556098,1.0
102.09063876158417,Fed,6.70618,6.70618,44.44141346538931,36.68555481192824,18.90967139605992,10.976565386155723,1.8964848079233585,1.0
102.27182561249275,Fed,6.71052,6.71052,44.44807033261199,36.69287736587319,18.912833407990696,10.979228133044796,1.896884219956719,1.0
102.58411361971993,Fed,6.71802,6.71802,44.45954012747481,36.70549414022229,18.918281560550536,10.983816050989924,1.8975724076484886,1.0
103.24181587206533,Fed,6.7338,6.7338,44.48368077100906,36.73204884810997,18.929748366229305,10.993472308403625,1.8990208462605436,1.0
103.29558545043666,Fed,6.73509,6.73509,44.48565342147352,36.73421876362087,18.930685375199925,10.99426136858941,1.8991392052884113,1.0
103.38072774289539,Fed,6.73714,6.73714,44.48877675690914,36.73765443260005,18.932168959531843,10.995510702763656,1.8993266054145483,1.0
103.925419684013,Fed,6.75021,6.75021,44.50874969208776,36.759624661296534,18.941656103741686,11.003499876835104,1.9005249815252654,1.0
104.0,Fed,9.0,6.752,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
104.07346794503758,Fed,9.0,6.84016,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
104.5445881153517,Fed,9.0,7.40551,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
106.49470476897787,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
109.80494150079625,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
109.96225323581285,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
110.85683340942796,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
111.0,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
111.0,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
114.0,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
114.24662303387844,Fed,9.0,9.0,47.73877361149465,40.31265097264412,20.47591746545996,12.295509444597862,2.094326416689679,1.0
114.5,Fed,11.1,9.0,50.410376895055485,43.25141458456103,21.744929025151357,13.364150758022195,2.2546226137033294,1.0
115.0,Saturated,12.142,9.6,51.62468949421815,44.587158443639964,22.32172750975362,13.849875797687261,2.327481369653089,1.0
116.50767494688276,Saturated,12.26864,11.40921,51.76754330252386,44.74429763277625,22.389583068698833,13.907017321009546,2.336052598151432,1.0
116.98862725737155,Saturated,12.30904,11.98635,51.81290299821016,44.79419329803118,22.41112892414983,13.925161199284066,2.33877417989261,1.0
118.23074788213623,Saturated,12.41338,12.41338,51.92958028574712,44.92253831432184,22.466550635729885,13.97183211429885,2.3457748171448274,1.0
119.75154474113512,Saturated,12.54113,12.54113,52.07151683699551,45.07866852069506,22.533970497572867,14.028606734798203,2.3542910102197303,1.0
121.5,Saturated,12.688,12.688,52.23346086963989,45.25680695660388,22.610893913078947,14.093384347855956,2.364007652178393,1.0
121.5,Saturated,12.688,12.688,52.23346086963989,45.25680695660388,22.610893913078947,14.093384347855956,2.364007652178393,1.0
122.55029803516238,Saturated,12.77623,12.77623,52.33010735869837,45.36311809456821,22.656800995381726,14.132042943479348,2.3698064415219022,1.0
124.61123870414141,Saturated,12.94934,12.94934,52.51838011108176,45.57021812218994,22.746230552763837,14.207352044432705,2.381102806664906,1.0
125.0,Saturated,26.0,12.982,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
125.40287533969067,Saturated,26.0,13.46545,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
126.0,Saturated,26.0,14.182,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
127.45081181074903,Saturated,26.0,15.92297,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
128.61917469007383,Saturated,26.0,17.32501,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
128.71404850972098,Saturated,26.0,17.43886,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
129.0,Saturated,26.0,17.782,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
129.15397041461,Saturated,26.0,17.96676,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
130.66125778820367,Saturated,26.0,19.77551,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
132.0,Saturated,26.0,21.382,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
132.0,Saturated,26.0,21.382,62.564916680572,56.6214083486292,27.5183354232717,18.2259666722288,2.9838950008343197,1.0
135.5,Deluge,34.0,21.75421,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
138.61917469007383,Deluge,34.0,23.27768,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
141.55845930690876,Deluge,34.0,23.27768,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
142.5,Deluge,34.0,23.27768,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
142.5,Deluge,34.0,23.27768,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
145.04328979034358,Deluge,34.0,23.27768,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
145.28633045300484,Deluge,34.0,23.27768,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
145.60542005357166,Deluge,34.0,23.27768,65.95040961238017,60.34545057361819,29.126444565880583,19.580163844952068,3.18702457674281,1.0
146.0,Deluge,36.0,23.27768,66.58658867053549,61.04524753758905,29.42862961850436,19.8346354682142,3.2251953202321295,1.0
148.16959586720424,Deluge,36.0,23.56396,66.58658867053549,61.04524753758905,29.42862961850436,19.8346354682142,3.2251953202321295,1.0
151.55845930690876,Deluge,36.0,23.56396,66.58658867053549,61.04524753758905,29.42862961850436,19.8346354682142,3.2251953202321295,1.0
153.0,Deluge,36.0,23.56396,66.58658867053549,61.04524753758905,29.42862961850436,19.8346354682142,3.2251953202321295,1.0
153.0,Deluge,36.0,23.56396,66.58658867053549,61.04524753758905,29.42862961850436,19.8346354682142,3.2251953202321295,1.0
156.17532233999157,Deluge,36.0,23.56396,66.58658867053549,61.04524753758905,29.42862961850436,19.8346354682142,3.2251953202321295,1.0
156.5,Deluge,39.0,23.56396,67.4176462402925,61.95941086432174,29.823381964138935,20.167058496116997,3.2750587744175492,1.0
157.1999407340808,Deluge,39.0,23.93794,67.4176462402925,61.95941086432174,29.823381964138935,20.167058496116997,3.2750587744175492,1.0
162.07331438567866,Deluge,39.0,23.93794,67.4176462402925,61.95941086432174,29.823381964138935,20.167058496116997,3.2750587744175492,1.0
163.5,Deluge,39.0,23.93794,67.4176462402925,61.95941086432174,29.823381964138935,20.167058496116997,3.2750587744175492,1.0
163.5,Deluge,39.0,23.93794,67.4176462402925,61.95941086432174,29.823381964138935,20.167058496116997,3.2750587744175492,1.0
165.94709244649798,Deluge,39.0,23.93794,67.4176462402925,61.95941086432174,29.823381964138935,20.167058496116997,3.2750587744175492,1.0
167.0,Deluge,47.0,23.93794,69.06188463642728,63.768073100070005,30.604395202302957,20.82475385457091,3.3737130781856366,1.0
174.0,Deluge,47.0,24.67785,69.06188463642728,63.768073100070005,30.604395202302957,20.82475385457091,3.3737130781856366,1.0
174.0,Deluge,47.0,24.67785,69.06188463642728,63.768073100070005,30.604395202302957,20.82475385457091,3.3737130781856366,1.0
174.94709244649798,Deluge,47.0,24.67785,69.06188463642728,63.768073100070005,30.604395202302957,20.82475385457091,3.3737130781856366,1.0
176.04736153835947,Deluge,47.0,24.67785,69.06188463642728,63.768073100070005,30.604395202302957,20.82475385457091,3.3737130781856366,1.0
176.04736153835947,Deluge,47.0,24.67785,69.06188463642728,63.768073100070005,30.604395202302957,20.82475385457091,3.3737130781856366,1.0
178.00581064068638,Deluge,47.0,24.67785,69.06188463642728,63.768073100070005,30.604395202302957,20.82475385457091,3.3737130781856366,1.0
179.54736153835947,Deluge,50.0,24.67785,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
181.94709244649798,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
183.5705951813561,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
183.8504191744389,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
186.54736153835947,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
186.54736153835947,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
188.94709244649798,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
188.95155896823738,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
188.95155896823738,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
190.5024691980033,Deluge,50.0,24.88082,69.51293903911535,64.26423294302688,30.81864604357979,21.005175615646138,3.4007763423469206,1.0
192.45155896823738,Deluge,52.0,24.88082,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
195.94709244649798,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
196.1464717353915,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
196.94709244649798,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
197.08333121534196,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
197.56527097789376,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
198.0518548171447,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
199.45155896823738,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
199.45155896823738,Deluge,52.0,24.99852,69.77448006888629,64.55192807577492,30.942878032720987,21.109792027554516,3.416468804133177,1.0
202.95155896823738,Deluge,55.0,24.99852,70.11613804993243,64.92775185492567,31.1051655737179,21.246455219972972,3.4369682829959456,1.0
204.94709244649798,Deluge,55.0,25.15226,70.11613804993243,64.92775185492567,31.1051655737179,21.246455219972972,3.4369682829959456,1.0
208.75245831932398,Deluge,55.0,25.15226,70.11613804993243,64.92775185492567,31.1051655737179,21.246455219972972,3.4369682829959456,1.0
209.95155896823738,Deluge,55.0,25.15226,70.11613804993243,64.92775185492567,31.1051655737179,21.246455219972972,3.4369682829959456,1.0
209.95155896823738,Deluge,55.0,25.15226,70.11613804993243,64.92775185492567,31.1051655737179,21.246455219972972,3.4369682829959456,1.0
213.45155896823738,Deluge,58.0,25.15226,70.405345287051,65.2458798157561,31.242539011349226,21.3621381148204,3.4543207172230597,1.0
213.94709244649798,Deluge,59.0,25.28241,70.4915212746491,65.340673402114,31.28347260545832,21.39660850985964,3.4594912764789454,1.0
215.94709244649798,Deluge,59.0,25.32118,70.4915212746491,65.340673402114,31.28347260545832,21.39660850985964,3.4594912764789454,1.0
220.45155896823738,Deluge,59.0,25.32118,70.4915212746491,65.340673402114,31.28347260545832,21.39660850985964,3.4594912764789454,1.0
220.45155896823738,Deluge,59.0,25.32118,70.4915212746491,65.340673402114,31.28347260545832,21.39660850985964,3.4594912764789454,1.0
223.58319810665552,Deluge,59.0,25.32118,70.4915212746491,65.340673402114,31.28347260545832,21.39660850985964,3.4594912764789454,1.0
225.65603324227774,Deluge,60.0,25.35787,70.5730402661099,65.43034429272089,31.322194126402206,21.42921610644396,3.464382415966594,1.0
225.65603324227774,Deluge,60.0,25.35787,70.5730402661099,65.43034429272089,31.322194126402206,21.42921610644396,3.464382415966594,1.0
228.1319589677341,Deluge,60.0,25.35787,70.5730402661099,65.43034429272089,31.322194126402206,21.42921610644396,3.464382415966594,1.0
229.15603324227774,Deluge,64.0,25.35787,70.85737996861798,65.74311796547978,31.457255485093544,21.542951987447196,3.481442798117079,1.0
233.1319589677341,Deluge,64.0,25.48582,70.85737996861798,65.74311796547978,31.457255485093544,21.542951987447196,3.481442798117079,1.0
236.15603324227774,Deluge,64.0,25.48582,70.85737996861798,65.74311796547978,31.457255485093544,21.542951987447196,3.481442798117079,1.0
236.15603324227774,Deluge,64.0,25.48582,70.85737996861798,65.74311796547978,31.457255485093544,21.542951987447196,3.481442798117079,1.0
239.24720345502848,Deluge,64.0,25.48582,70.85737996861798,65.74311796547978,31.457255485093544,21.542951987447196,3.481442798117079,1.0
240.3531872062193,Deluge,64.0,25.48582,70.85737996861798,65.74311796547978,31.457255485093544,21.542951987447196,3.481442798117079,1.0
240.3531872062193,Deluge,64.0,25.48582,70.85737996861798,65.74311796547978,31.457255485093544,21.542951987447196,3.481442798117079,1.0
243.8531872062193,Deluge,68.0,25.48582,71.08506140355044,65.9935675439055,31.565404166686463,21.634024561420176,3.4951036842130265,1.0
250.24720345502848,Deluge,68.0,25.58828,71.08506140355044,65.9935675439055,31.565404166686463,21.634024561420176,3.4951036842130265,1.0
250.8531872062193,Deluge,68.0,25.58828,71.08506140355044,65.9935675439055,31.565404166686463,21.634024561420176,3.4951036842130265,1.0
250.8531872062193,Deluge,68.0,25.58828,71.08506140355044,65.9935675439055,31.565404166686463,21.634024561420176,3.4951036842130265,1.0
255.0379272636854,Deluge,68.0,25.58828,71.08506140355044,65.9935675439055,31.565404166686463,21.634024561420176,3.4951036842130265,1.0
255.0379272636854,Deluge,68.0,25.58828,71.08506140355044,65.9935675439055,31.565404166686463,21.634024561420176,3.4951036842130265,1.0
256.14659359015883,Deluge,68.0,25.58828,71.08506140355044,65.9935675439055,31.565404166686463,21.634024561420176,3.4951036842130265,1.0
258.5379272636854,Deluge,78.0,25.58828,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
265.5379272636854,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
265.5379272636854,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
267.14659359015883,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
273.043323602473,Deluge,76.0,25.76377,71.41335931533891,66.35469524687281,31.721345674785983,21.765343726135566,3.5148015589203347,1.0
273.3248737730833,Deluge,76.0,25.76377,71.41335931533891,66.35469524687281,31.721345674785983,21.765343726135566,3.5148015589203347,1.0
273.3248737730833,Deluge,76.0,25.76377,71.41335931533891,66.35469524687281,31.721345674785983,21.765343726135566,3.5148015589203347,1.0
276.8248737730833,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
283.8248737730833,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
283.8248737730833,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
284.043323602473,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
290.711954997344,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
292.8248737730833,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
292.8248737730833,Deluge,78.0,25.76377,71.47505085052236,66.4225559355746,31.750649153998122,21.790020340208944,3.5185030510313413,1.0
296.3248737730833,Deluge,80.0,25.76377,71.53025486171914,66.48328034789105,31.776871059316594,21.812101944687658,3.5218152917031484,1.0
301.711954997344,Deluge,80.0,25.78861,71.53025486171914,66.48328034789105,31.776871059316594,21.812101944687658,3.5218152917031484,1.0
303.3248737730833,Deluge,80.0,25.78861,71.53025486171914,66.48328034789105,31.776871059316594,21.812101944687658,3.5218152917031484,1.0
303.3248737730833,Deluge,80.0,25.78861,71.53025486171914,66.48328034789105,31.776871059316594,21.812101944687658,3.5218152917031484,1.0
308.56143128813426,Deluge,80.0,25.78861,71.53025486171914,66.48328034789105,31.776871059316594,21.812101944687658,3.5218152917031484,1.0
308.56143128813426,Deluge,80.0,25.78861,71.53025486171914,66.48328034789105,31.776871059316594,21.812101944687658,3.5218152917031484,1.0
308.6405264259154,Deluge,80.0,25.78861,71.53025486171914,66.48328034789105,31.776871059316594,21.812101944687658,3.5218152917031484,1.0
312.06143128813426,Deluge,87.0,25.78861,71.68160224605174,66.64976247065692,31.848761066874577,21.8726408984207,3.5308961347631045,1.0
313.9233248158662,Deluge,87.0,25.85672,71.68160224605174,66.64976247065692,31.848761066874577,21.8726408984207,3.5308961347631045,1.0
319.06143128813426,Deluge,87.0,25.85672,75.73298699492457,70.41675180583866,33.648826645960284,23.10886443384418,3.7304594578753636,1.0565191711949489
319.06143128813426,Deluge,87.0,25.85672,75.73298699492457,70.41675180583866,33.648826645960284,23.10886443384418,3.7304594578753636,1.0565191711949489
319.6405264259154,Deluge,87.0,25.85672,76.18960213554415,70.84131389302996,33.85170473542028,23.24819417378598,3.752951430495532,1.0628892177105418
325.76264589342634,Deluge,87.0,25.85672,81.01687879384633,75.32972978462242,35.99650585700005,24.72117030093704,3.9907336781038456,1.1302325318531616
328.0614291906021,Deluge,87.0,25.85672,82,77.01507675263346,36.80185325673906,25.27425537812358,4.08001809374906,1.155519148122095
328.0614291906021,Deluge,87.0,25.85672,82,77.01507675263346,36.80185325673906,25.27425537812358,4.08001809374906,1.155519148122095
336.0614291906021,Deluge,86.0,25.85672,82,78,37,26,4.306361824311619,1.22
336.76264589342634,Deluge,86.0,25.85672,82,78,37,26,4.306361824311619,1.22
337.05852650707584,Deluge,86.0,25.85672,82,78,37,26,4.306361824311619,1.22
337.05852650707584,Deluge,86.0,25.85672,82,78,37,26,4.306361824311619,1.22
339.5398812696686,Deluge,86.0,25.85672,82,78,37,26,4.306361824311619,1.22
339.5398812696686,Deluge,86.0,25.85672,82,78,37,26,4.306361824311619,1.22
343.0398812696686,Deluge,101.0,25.85672,82,78,37,26,4.320292292984947,1.22
347.76264589342634,Deluge,101.0,25.93417,82,78,37,26,4.320292292984947,1.22
350.0398812696686,Deluge,101.0,25.93417,82,78,37,26,4.320292292984947,1.22
350.0398812696686,Deluge,101.0,25.93417,82,78,37,26,4.320292292984947,1.22
357.1501260411321,Deluge,102.0,25.93773,82,78,37,26,4.320870943158831,1.22
359.0398812696686,Deluge,102.0,25.93773,82,78,37,26,4.320870943158831,1.22
359.0398812696686,Deluge,102.0,25.93773,82,78,37,26,4.320870943158831,1.22
364.57626054684533,Deluge,97.0,25.93773,82,78,37,26,4.31762769220465,1.22
364.57626054684533,Deluge,97.0,25.93773,82,78,37,26,4.31762769220465,1.22
368.07626054684533,Deluge,100.0,25.93773,82,78,37,26,4.319680585831623,1.22
368.1501260411321,Deluge,100.0,25.93773,82,78,37,26,4.319680585831623,1.22
373.9233248158662,Deluge,101.0,25.93773,82,78,37,26,4.320292292984947,1.22
